Title,Date,Tag
"""عذيب للاتصالات"" تعين متعهداً للتغطية ومديراً للاكتتاب بزيادة رأس المال",18 أكتوبر 2022 03:42 م,اجراءات الشركات
"سهم ""صناعة الورق"" يتصدر ارتفاعات السوق السعودي بأعلى مكاسب في 22 شهراً",18 أكتوبر 2022 02:24 م,حركة التداولات
"السوق السعودي.. صفقتان خاصتان على المراعي و""ساب"" بـ 37.7 مليون ريال",18 أكتوبر 2022 02:13 م,حركة التداولات
شركة أبحاث تتوقع نمو قطاع البنوك السعودي خلال 2022 في ظل ارتفاع الفائدة,18 أكتوبر 2022 01:23 م,تقييمات وتوصيات الأسهم
ساب للتكافل تعلن استقالة الرئيس التنفيذي حسام الخيال,18 أكتوبر 2022 10:29 ص,تعديلات مجالس الادارات
"مساهمو ""صناعة الورق"" يقرون زيادة رأس المال 75.52% بطرح أسهم حقوق أولوية",18 أكتوبر 2022 10:00 ص,جمعيات عمومية
"مساهمو ""ثمار"" يوافقون على تفويض مجلس الإدارة برفع دعوى ضد أعضاء سابقين",18 أكتوبر 2022 09:39 ص,جمعيات عمومية
أكاديمية التعلم توقع عقداً مع مؤسسة فرحان بن المبارك.. وتوضح الأثر المالي,18 أكتوبر 2022 09:35 ص,أخبار الشركة
"""المعمر"" تعلن ترسية مشروع مع نيوم بـ58.18 مليون ريال",18 أكتوبر 2022 09:21 ص,أخبار الشركة
"أرباح ""سبكيم"" تتراجع إلى 774.4 مليون ريال بالربع الثالث لانخفاض أسعار البيع",18 أكتوبر 2022 09:06 ص,نتائج أعمال الشركات
"المبيعات تقفز بأرباح ""أسمنت اليمامة"" لـ101.33 مليون ريال بالربع الثالث 2022",18 أكتوبر 2022 08:37 ص,نتائج أعمال الشركات
"""التأمين العربية"" تعلن تغيير المستشار المالي لإدارة الاكتتاب بأسهم حقوق الأولوية",18 أكتوبر 2022 08:26 ص,اجراءات الشركات
"""أرامكو"" تعتزم إنشاء منطقتين لتصنيع وتجميع المنصات والهياكل البحرية بالمملكة",17 أكتوبر 2022 06:11 م,استثمارات الشركات
"""رؤوم"" تعلن شراء وتوريد خط إنتاج جديد مع ""بنتلر"" الألمانية بـ1.95 مليون يورو",17 أكتوبر 2022 04:35 م,أخبار الشركة
"""سيسكو"" تعلن استقالة الرئيس التنفيذي.. وخالد سليماني يتولى المنصب مطلع نوفمبر",17 أكتوبر 2022 04:29 م,قرارات إدارية
"سوق الأسهم السعودية.. صفقة خاصة على ""أرامكو"" ضمن مستويات التداول",17 أكتوبر 2022 01:00 م,حركة التداولات
"سهم ""الدريس"" يعاود مكاسبه بعد 3 جلسات من التراجع مع إعلان نتائج الربع الثالث",17 أكتوبر 2022 00:54 م,حركة التداولات
"""تعليم ريت"" يقرر توزيع 9.18 مليون ريال لمالكي الوحدات عن الربع الثالث",17 أكتوبر 2022 10:37 ص,توزيعات نقدية
المعمر لأنظمة المعلومات تعين عبدالله الغامدي رئيساً تنفيذياً,17 أكتوبر 2022 10:23 ص,قرارات إدارية
"""حديد وطني"" تجدد اتفاقية تسهيلات بنكية مع ""الإنماء"" بـ 25 مليون ريال",17 أكتوبر 2022 10:22 ص,استثمارات الشركات
"مبيعات قطاعي بترول وناقل تصعد بأرباح ""الدريس"" 30.2% في الربع الثالث 2022",17 أكتوبر 2022 10:08 ص,نتائج أعمال الشركات
"""سابك"": بدء التشغيل التجاري لمصنع إنتاج جلايكول الإيثيلين ضمن مجمع ""المتحدة""",17 أكتوبر 2022 09:45 ص,أخبار الشركة
أرباح الخزف السعودي تتراجع 18.4% بالربع الثالث لارتفاع التكاليف,17 أكتوبر 2022 09:16 ص,نتائج أعمال الشركات
"السعودية للكهرباء توقع مذكرة مع ""البحري"" لبحث الفرص الواعدة بمجال سلاسل الإمداد",16 أكتوبر 2022 05:26 م,استثمارات الشركات
"""اتحاد الخليج الأهلية"" توقع عقداً مع ""مجموعة الرشيد"" لتقديم خدمات التأمين الصحي",16 أكتوبر 2022 04:48 م,أخبار الشركة
"""سدكو كابيتال ريت"" يوقع اتفاقية تسهيلات بـ 1.716 مليار ريال مع بنك الجزيرة",16 أكتوبر 2022 04:37 م,بنوك ومالية
"""كيمانول"" توقع اتفاقية تعاون مع العالمية للصناعات التحويلية بـ500 مليون ريال",16 أكتوبر 2022 04:10 م,أخبار الشركة
"سوق الأسهم السعودية.. صفقة خاصة على ""التعمير"" بأعلى من مستويات التداول",16 أكتوبر 2022 03:14 م,حركة التداولات
"شركة أبحاث تحدد مستهدف ""جرير"" عند 194 ريالاً وتوصي بـ""زيادة المراكز""",16 أكتوبر 2022 02:45 م,تقييمات وتوصيات الأسهم
"""الوطنية للتعليم"" توقع عقدي إيجار مجمعين تعليميين بقيمة 14.1 مليون ريال سنوياً",16 أكتوبر 2022 10:44 ص,أخبار الشركة
"""مبكو"" تعلن إﻗﺎﻣﺔ دﻋوى قضائية ضدها للمطالبة ﺑﺈﺛﺑﺎت ﻣﻠﻛﯾﺔ ﻋﻘﺎر",16 أكتوبر 2022 10:39 ص,أخبار الشركة
"""الدولية"" توصي بتوزيع 0.75 ريال للسهم عن النصف الأول.. وتوافق على تأسيس شركة",16 أكتوبر 2022 10:19 ص,توزيعات نقدية
"""أسواق العثيم"": إنهاء تكليف الرئيس التنفيذي وتعيين بدر العوجان عضواً منتدباً",16 أكتوبر 2022 10:14 ص,قرارات إدارية
"ساب للتكافل تعلن قرب انتهاء فترة اعتراض الدائنين ونفاذ الاندماج مع ""ولاء""",16 أكتوبر 2022 10:04 ص,اندماجات واستحواذات
"مساهمو ""الصقر للتأمين"" يقرون تخفيض رأس المال 65% لـ140 مليون ريال",16 أكتوبر 2022 09:58 ص,اجراءات الشركات
"""ساكو"": استقالة الرئيس التنفيذي وتعيين عبدالسلام بدير بالمنصب",16 أكتوبر 2022 09:40 ص,قرارات إدارية
"""زين السعودية"" توقع اتفاقية نقل ملكية شركة تابعة إلى صندوق الاستثمارات العامة",16 أكتوبر 2022 09:31 ص,أخبار الشركة
أسمنت اليمامة: انتهاء الأعمال الإنشائية لمصنع جديد بتكلفة 4.7 مليار ريال,13 أكتوبر 2022 04:21 م,أخبار الشركة
"""عذيب للاتصالات"" تعدل توصية زيادة رأس المال بعد إعادة تقييم احتياجات الشركة",13 أكتوبر 2022 04:12 م,اجراءات الشركات
"""دله الصحية"" توقع مذكرة تفاهم لاستثمار أراض في حي النخيل بالرياض",13 أكتوبر 2022 04:03 م,استثمارات الشركات
"الصناعة السعودية: تحالف ""معادن"" ينافس على رخصة كشف موقع ""أم الدمار""",13 أكتوبر 2022 02:06 م,الأخبار العامة
"سوق الأسهم السعودية.. صفقة خاصة على ""إس تي سي"" بـ95 مليون ريال",13 أكتوبر 2022 01:34 م,حركة التداولات
"سهم ""جرير"" يواصل تراجعه للجلسة الخامسة.. مع إعلان نتائج الربع الثالث",13 أكتوبر 2022 00:47 م,أخبار السوق
"3 نوفمبر.. مساهمو ""لدن"" يناقشون توزيع أرباح نقدية للنصف الأول من 2022",13 أكتوبر 2022 11:09 ص,توزيعات نقدية
رؤوم التجارية تعلن توزيعات الأرباح على المساهمين عن النصف الأول 2022,13 أكتوبر 2022 10:35 ص,توزيعات نقدية
أسمنت حائل تعلن إكمال المرحلة الأولى من شراء أسهم الخزينة,13 أكتوبر 2022 10:16 ص,اجراءات الشركات
"""الوطنية للتعليم"" توقع عقد إيجار أرض بمدينة الرياض بـ 75.1 مليون ريال",13 أكتوبر 2022 10:04 ص,أخبار الشركة
"""ريدان"" توقع عقدين لمنح أحقية الامتياز التجاري في الباحة وعرعر لمدة 5 سنوات",13 أكتوبر 2022 09:43 ص,استثمارات الشركات
"المبيعات تصعد بأرباح ""جرير"" إلى 274 مليون ريال في الربع الثالث 2022",13 أكتوبر 2022 09:37 ص,نتائج أعمال الشركات
"""ذيب"" تفتتح فرعاً جديداً بصناعية الشمال بالرياض",13 أكتوبر 2022 09:24 ص,أخبار الشركة
"""الاستثمارات الوطنية"" تتخارج من استثمار عقاري في السعودية",13 أكتوبر 2022 09:17 ص,استثمارات الشركات
"""أسواق العثيم"" توافق على بيع أرض مملوكة بالرياض بـ186 مليون ريال",13 أكتوبر 2022 08:57 ص,أخبار الشركة
"عِلم توقع مذكرة مع حكومة رواندا للمساهمة بالتحول الرقمي ضمن ""أفريقيا الذكية""",12 أكتوبر 2022 05:42 م,استثمارات الشركات
"هيئة السوق توافق على زيادة رأسمال ""بوبا العربية"" إلى 1.5 مليار ريال بأسهم منحة",12 أكتوبر 2022 04:09 م,اجراءات الشركات
"أكوا باور توقع مذكرة مع ""كيبكو"" الكورية لاستكشاف تطبيقات الهيدروجين الأخضر",12 أكتوبر 2022 03:38 م,استثمارات الشركات
أرامكو السعودية أفضل شركة للعمل بها بالشرق الأوسط ضمن قائمة فوربس في 2022,12 أكتوبر 2022 02:49 م,الأخبار العامة
"شركة أبحاث تحدد مستهدف ""المراعي"" عند 52 ريالاً مع توصية ""محايد""",12 أكتوبر 2022 11:59 ص,تقييمات وتوصيات الأسهم
محدث.. سوق الأسهم السعودية يشهد تنفيذ 4 صفقات خاصة بـ 232 مليون ريال,12 أكتوبر 2022 11:57 ص,حركة التداولات
"أمانة للتأمين التعاوني و""أسيج"" تعينان مستشارين ماليين لتقييم جدوى الاندماج",12 أكتوبر 2022 10:27 ص,اندماجات واستحواذات
"""عناية"" تتقدم لهيئة السوق السعودية بطلب زيادة رأسمالها بطرح أسهم حقوق أولوية",12 أكتوبر 2022 10:03 ص,اجراءات الشركات
"العربية للتعهدات الفنية توقع اتفاقية للاستحواذ على""وكالة فادن"" بـ1.05 مليار ريال",12 أكتوبر 2022 09:45 ص,اندماجات واستحواذات
"""أكوا باور"" تبدأ تشغيل المرحلة الثانية من ""شعاع للطاقة 3"" بالإمارات",12 أكتوبر 2022 09:08 ص,أخبار الشركة
عِلم توقع اتفاقية شراكة مع رسن لتقنية المعلومات خلال معرض جيتكس 2022,11 أكتوبر 2022 05:55 م,استثمارات الشركات
"""الراجحي ريت"": زيادة حد تسهيلات مصرفية لأغراض الاستحواذ إلى 900 مليون ريال",11 أكتوبر 2022 05:06 م,بنوك ومالية
"تابعة لـ""تهامة"" تبيع وحدات عقارية في دبي بأرباح رأسمالية 1.88 مليون ريال",11 أكتوبر 2022 04:54 م,استثمارات الشركات
أرامكو السعودية تدشن مشروعاً لتصنيع أجهزة الحفر داخل المملكة لأول مرة,11 أكتوبر 2022 03:03 م,اقتصاد كلي
"""برجيل"" الإماراتية تعتزم التوسع في 3 دول عربية",11 أكتوبر 2022 02:32 م,استثمارات الشركات
"السوق السعودي.. صفقتان خاصتان على العربية للتعهدات و""بدجت"" بـ 115.2 مليون ريال",11 أكتوبر 2022 02:09 م,حركة التداولات
"""آيكتك"" تعلن إطلاق تطبيق ""ايك تايم"" ونظام ""زونتك"" بمعرض جايتكس في دبي",11 أكتوبر 2022 09:54 ص,استثمارات الشركات
رتال للتطوير العمراني توقع اتفاقية مع الوطنية للإسكان لتطوير 550 وحدة سكنية,11 أكتوبر 2022 09:33 ص,استثمارات الشركات
"""العقارية"" توقع عقداً لتنفيذ أعمال الحفر والتسوير لمشروع اليمامة السكني بالرياض",11 أكتوبر 2022 09:09 ص,استثمارات الشركات
"تابعة لـ""الدواء"" تنتهي من مشروع مصنع الأجهزة الطبية.. وتحدد موعد الأثر المالي",10 أكتوبر 2022 04:29 م,أخبار الشركة
"""جبل عمر"": إنجاز المرحلتين الثانية والثالثة من المشروع بالربع الرابع من عام 2022",10 أكتوبر 2022 03:47 م,استثمارات الشركات
"رفض دعوى ضد ""أملاك"" تطالب بتعويض 430 مليون ريال لأحد عملائها",10 أكتوبر 2022 03:42 م,قرارات إدارية
محدث.. السوق السعودي يشهد تنفيذ 6 صفقات خاصة بـ508.95 مليون ريال,10 أكتوبر 2022 00:43 م,حركة التداولات
"نشاط إيجابي لسهم ""زين السعودية"" يقفز به لأعلى مستوياته في 4 أشهر",10 أكتوبر 2022 00:41 م,حركة التداولات
وكالة: أرامكو السعودية ستحافظ على إمدادات النفط لشمال آسيا رغم تخفيضات أوبك+,10 أكتوبر 2022 10:38 ص,أخبار الشركة
"""تدوير"": ترسية عقد مع السعودية للكهرباء لإعادة تدوير مواد وقطع كهربائية تالفة",10 أكتوبر 2022 09:31 ص,أخبار الشركة
"""إكسترا"" تربح 94.2 مليون ريال بالربع الثالث لعام 2022",10 أكتوبر 2022 09:17 ص,نتائج أعمال الشركات
أسمنت نجران تبدأ توزيع 0.25 ريال للسهم 19 أكتوبر الحالي,9 أكتوبر 2022 05:37 م,مفكرة الاحداث
"13 أكتوبر..مساهمو ""الصقر"" يناقشون تخفيض رأس المال 65% لإطفاء خسائرها المتراكمة",9 أكتوبر 2022 05:25 م,جمعيات عمومية
"10 نوفمبر.. مساهمو ""سيسكو"" يناقشون شراء جزء من أسهمها",9 أكتوبر 2022 04:52 م,جمعيات عمومية
“الناقول” تبدأ التسويق والبيع على الخارطة لمشروع “دير فيلا” بالرياض,9 أكتوبر 2022 04:44 م,أخبار الشركة
"""الوطنية للتعليم"" توقع اتفاقية تسهيلات بنكية مع ""ساب"" بـ188 مليون ريال",9 أكتوبر 2022 04:04 م,أخبار الشركة
سهم أسمنت أم القرى يسجل أعلى خسائر في عامين مع إعلان انخفاض المبيعات,9 أكتوبر 2022 02:18 م,حركة التداولات
"""آيكتك"" توقع عقداً مع المياه الوطنية لتركيب أجهزة الحضور والانصراف لمدة 3 سنوات",9 أكتوبر 2022 11:25 ص,أخبار الشركة
"""سليمان الحبيب"" تعلن استقالة الرئيس التنفيذي وتكليف فيصل النصار بالمنصب",9 أكتوبر 2022 10:53 ص,تعديلات مجالس الادارات
"المركزي السعودي يوافق على زيادة رأسمال ""عناية"" إلى 230 مليون ريال",9 أكتوبر 2022 10:43 ص,اجراءات الشركات
"""التأمين العربية"" توقع اتفاقية مع الراجحي المالية لإدارة اكتتاب زيادة رأس المال",9 أكتوبر 2022 10:25 ص,أخبار الشركة
أسمنت أم القرى: عطل بالطاحونة رقم 1 أدى لانخفاض المبيعات 1.16 ألف طن يومياً,9 أكتوبر 2022 10:01 ص,أخبار الشركة
"مساهمو""مجموعة الحكير"" يقرون تخفيض رأس المال 51.54% لإطفاء خسائر متراكمة",9 أكتوبر 2022 09:35 ص,اجراءات الشركات
"""مبكو"" تقرر توزيع 0.50 ريال للسهم عن النصف الأول من عام 2022",9 أكتوبر 2022 09:34 ص,توزيعات نقدية
"""وقت اللياقة"" تفتتح مركزاً جديداً للرجال بمدينة الرياض",9 أكتوبر 2022 09:04 ص,أخبار الشركة
"أرباح ""المراعي"" ترتفع إلى 463.2 مليون ريال بالربع الثالث من عام 2022",9 أكتوبر 2022 08:53 ص,نتائج أعمال الشركات
"هيئة السوق المالية السعودية تعلن تعليق تداول سهم ""تهامة""",6 أكتوبر 2022 06:06 م,تداول
"""مكة"" تتوقع نشر نتائجها المالية السنوية خلال 3 أسابيع وتؤكد عدم تأثر خطة التحول",6 أكتوبر 2022 05:09 م,نتائج أعمال الشركات
"""تهامة"" تعلن تقدمها بطلب افتتاح إجراء إعادة التنظيم المالي للمحكمة المختصة",6 أكتوبر 2022 04:00 م,اجراءات الشركات
"""مجموعة تداول"" ترسي مشروعاً لتنفيذ أعمال تجهيز مكاتب مقر المجموعة الجديد",6 أكتوبر 2022 03:53 م,أخبار الشركة
"استقالة رئيس مجلس إدارة ""السعودية للأسماك"".. وتعيين عبدالرحمن العويس بدلاً منه",6 أكتوبر 2022 11:30 ص,تعديلات مجالس الادارات
"""الاتحاد للتأمين"": رد دعوى ضد ""فينتشر كابيتال"" بشأن مطالبة مالية",6 أكتوبر 2022 11:22 ص,أخبار الشركة
"""المعمر"" تعلن ترسية عقد مع الإلكترونيات المتقدمة بـ 47 مليون ريال",6 أكتوبر 2022 11:12 ص,أخبار الشركة
"مساهمو ""ريدان"" يوافقون على تخفيض رأس المال بنسبة 53.16%",6 أكتوبر 2022 11:08 ص,أخبار الشركة
"الموافقة على تخفيض رأسمال ""الصقر للتأمين"" 65% لإطفاء خسائرها المتراكمة",6 أكتوبر 2022 11:05 ص,اجراءات الشركات
"""أسواق العثيم"" تطلق خطتها الاستراتيجية لنشاط التجزئة في السعودية",6 أكتوبر 2022 10:57 ص,استثمارات الشركات
"هيئة السوق توافق على زيادة رأسمال ""تهامة"" بـ350 مليون ريال بأسهم حقوق أولوية",6 أكتوبر 2022 10:36 ص,اجراءات الشركات
"مساهمو""إكسترا"" يوافقون على زيادة رأس المال بـ200 مليون ريال",6 أكتوبر 2022 10:05 ص,اجراءات الشركات
"زميلة لـ""رتال"" توقع اتفاقية تسهيلات مع "" التنمية السياحي"" بـ 150 مليون ريال",6 أكتوبر 2022 09:29 ص,أخبار الشركة
"10 أكتوبر.. ""أبومعطي"" توزع الأرباح النقدية السنوية على المساهمين",5 أكتوبر 2022 04:59 م,توزيعات نقدية
"""أيان"": تسلم الترخيص النهائي من وزارة الصحة لتشغيل مستشفى السلام",5 أكتوبر 2022 04:11 م,أخبار الشركة
الجزيرة كابيتال تتوقع ارتفاع أرباح 40 شركة سعودية 15% بالربع الثالث 2022,5 أكتوبر 2022 02:42 م,تقييمات وتوصيات الأسهم
سوق الأسهم السعودية يشهد تنفيذ 3 صفقات خاصة بقيمة 131.85 مليون ريال,5 أكتوبر 2022 11:54 ص,حركة التداولات
"بقيادة أرامكو و""إس تي سي""..26 شركة ترفع رأسمالها في 9 أشهر بـ96 مليار ريال",5 أكتوبر 2022 11:38 ص,اجراءات الشركات
ايكون المصرية تقرر تأسيس شركة تابعة في السعودية برأسمال 5 ملايين ريال,5 أكتوبر 2022 11:03 ص,استثمارات الشركات
"الرئيس التنفيذي: ""سلوشنز"" تدرس كافة الخيارات المتاحة لتمويل صفقة ""جيزة للأنظمة""",5 أكتوبر 2022 10:29 ص,اندماجات واستحواذات
""" دار المعدات"" : ترسية منافسة التشغيل الطبي بجامعة الجوف بـ13.5 مليون ريال",5 أكتوبر 2022 10:07 ص,أخبار الشركة
الاتصالات السعودية: نستهدف تأسيس مركز رقمي لخدمة السوق السعودية والإقليمية,5 أكتوبر 2022 09:45 ص,استثمارات الشركات
"""جاهز"" توقع اتفاقية للاستحواذ على حصص ملاك ""أعمال مرن"" بـ60 مليون ريال",5 أكتوبر 2022 09:35 ص,أخبار الشركة
"مساهمو ""العربية"" يقرون توزيع 1.9 ريال للسهم عن النصف الأول 2022",5 أكتوبر 2022 09:02 ص,توزيعات نقدية
"تابعة لـ""البابطين"" توقع عقدين مع شركتين بمصر بقيمة 52 مليون دولار",5 أكتوبر 2022 08:32 ص,أخبار الشركة
"تابعة لـ""تهامة"" بالإمارات تعلن تطورات نقل الالتزامات المرتبطة بعملياتها التجارية",4 أكتوبر 2022 05:37 م,استثمارات الشركات
"هيئة السوق السعودية توافق على زيادة رأسمال ""مبكو"" 33.3% بمنح أسهم مجانية",4 أكتوبر 2022 05:17 م,اجراءات الشركات
"""التموين"" توقع عقداً مع الهناء التجارية بـ150 مليون ريال.. وتتوقع أثراً إيجابياً",4 أكتوبر 2022 04:28 م,أخبار الشركة
"""ساسكو"" تعلن تطورات بيع 10 مواقع مملوكة وإعادة استئجارها",4 أكتوبر 2022 03:55 م,أخبار الشركة
"سهم ""سلوشنز"" يسجل أعلى مكاسب منذ أكتوبر 2021.. مع اكتمال صفقة استحواذ",4 أكتوبر 2022 02:18 م,حركة التداولات
أرامكو السعودية تعلن نتائج وتوزيعات الأرباح للربع الثالث 2022 مطلع نوفمبر,4 أكتوبر 2022 01:02 م,نتائج أعمال الشركات
"""تداول"": 4 صفقات خاصة على ""سليمان الحبيب"" و""تعليم ريت"" بـ50.82 مليون ريال",4 أكتوبر 2022 00:56 م,حركة التداولات
رئيس أرامكو: وجود طاقة إنتاج فائضة من النفط ليس مسؤولية السعودية وحدها,4 أكتوبر 2022 00:41 م,اقتصاد عالمى
"بي إنفستمنتس تبيع حصتها في ""جيزة سيستمز"" للاتصالات السعودية بـ119 مليون دولار",4 أكتوبر 2022 11:04 ص,أخبار الشركة
"""سلوشنز"" السعودية تعلن اكتمال إجراءات الاستحواذ على حصص في ""جيزة للأنظمة""",4 أكتوبر 2022 10:35 ص,أخبار الشركة
"""أنعام"" توصي بزيادة رأسمالها من خلال طرح أسهم حقوق أولوية بـ157.5 مليون ريال",4 أكتوبر 2022 09:56 ص,أخبار الشركة
أسمنت العربية تعلن تطورات مشروع إنشاء طواحين جديدة بمصنعها في رابغ,4 أكتوبر 2022 09:43 ص,استثمارات الشركات
"""أنابيب"" تفوز بعقد توريد لـ""مكديرموت العربية"" بـ450 مليون ريال",4 أكتوبر 2022 09:22 ص,أخبار الشركة
"""بي سي آي"" تحصل على تمويل بـ125 مليون ريال.. وتعدل تسهيلاتها مع "" العربي""",4 أكتوبر 2022 08:57 ص,أخبار الشركة
"""بيت الاستثمار الخليجي"" الكويتية تستهدف طرح 4 شركات في سوقي أبوظبي والسعودية",3 أكتوبر 2022 05:52 م,حركة التداولات
"""البحري"" توقع مذكرة مع ""الغاز"" لإنشاء شركة للنقل البري والخدمات اللوجستية",3 أكتوبر 2022 04:29 م,أخبار الشركة
"""أسمنت الشمالية"" تقرر توزيع 45 مليون ريال أرباحاً نقدية عن النصف الأول من 2022",3 أكتوبر 2022 03:53 م,مفكرة الاحداث
"""الخريِّف"" توقع عقد إيجار مبنى بـ 41.7 مليون ريال لمدة 5 سنوات",3 أكتوبر 2022 10:43 ص,أخبار الشركة
"""سمو"" توقع اتفاقية مع أدير العقارية لإدارة تطوير البنية التحتية لأرض بالرياض",3 أكتوبر 2022 08:55 ص,أخبار الشركة
"""وقت اللياقة"" تفتتح مركزاً جديداً للسيدات بالرياض",2 أكتوبر 2022 05:21 م,أخبار الشركة
"""عزم"": قيمة ترسية مشروع وزارة الاتصالات تتجاوز 10% من إجمالي إيرادات عام 2021",2 أكتوبر 2022 04:54 م,أخبار الشركة
أسمنت نجران تقرر توزيع 42.5 مليون ريال على المساهمين عن النصف الأول 2022,2 أكتوبر 2022 03:59 م,توزيعات نقدية
"""المواساة"" تنهي إجراءات شراء 51% من أسهم شركة أطباء جدة",2 أكتوبر 2022 03:47 م,اندماجات واستحواذات
"نشاط إيجابي لسهم ""دار الأركان"" يقفز به لأعلى مستوياته في 13 عاماً",2 أكتوبر 2022 02:37 م,حركة التداولات
المصريين للإسكان تدرس مع شركة سعودية كبرى الشراكة في تنفيذ مشروع عقاري,2 أكتوبر 2022 00:49 م,عقارات
المصريين للإسكان تكشف حقيقة تلقيها عرض شراء من إحدى الشركات السعودية,2 أكتوبر 2022 00:45 م,أخبار الشركة
"""سمو"" توقع اتفاقية مع أدير العقارية لتسويق مشروع الأصيلة بمدينة الرياض",2 أكتوبر 2022 10:56 ص,استثمارات الشركات
"ساب للتكافل تعلن ترسية عقد تأمين مع "" العليان"" بـ17.3 مليون ريال",2 أكتوبر 2022 10:40 ص,أخبار الشركة
"""ولاء"" توقع عقداً مع العربي الوطني لتقديم تغطية تأمينية لبرنامج الرهن العقاري",2 أكتوبر 2022 10:19 ص,أخبار الشركة
"مساهمو ""الصقر للتأمين"" يرفضون عزل 4 أعضاء بمجلس الإدارة",2 أكتوبر 2022 10:17 ص,جمعيات عمومية
"""الباحة"" تعلن سداد كافة المستحقات المتعلقة بالربط الزكوي",2 أكتوبر 2022 10:10 ص,ضرائب
"""صناعة الورق"" توقع اتفاقية لتصنيع وتوريد لفات مناديل ورقية بـ 166 مليون ريال",2 أكتوبر 2022 09:58 ص,أخبار الشركة
"""تهامة"" تمدد اتفاقية لاندماج شركتين وتأسيس مجموعة قابضة بالبحرين",2 أكتوبر 2022 09:55 ص,استثمارات الشركات
"مساهمو""رتال"" يقرون توزيع 80 مليون ريال عن النصف الأول من 2022",2 أكتوبر 2022 09:29 ص,توزيعات نقدية
"""شمس"" تمدد اتفاقية الاستحواذ على 3 فنادق بالرياض وجدة والدمام",29 سبتمبر 2022 04:33 م,عقارات
"""النهدي"" السعودية تعلن تأسيس شركة جديدة في مصر",29 سبتمبر 2022 04:06 م,استثمارات الشركات
أسمنت ينبع توقف خط الإنتاج الخامس لإجراء أعمال الصيانة الدورية,29 سبتمبر 2022 03:51 م,أخبار الشركة
"سوق الأسهم السعودية.. صفقتان خاصتان على ""الأهلي"" و""الإنماء ريت"" بـ32 مليون ريال",29 سبتمبر 2022 01:44 م,حركة التداولات
"""سمو"" تتسلم رخصة البيع على الخارطة لمشروع السامية السكني بالمدينة المنورة",29 سبتمبر 2022 10:26 ص,استثمارات الشركات
لدن للاستثمار تنتهي من الاستحواذ على أراض خام بحي الرمال في الرياض,29 سبتمبر 2022 10:11 ص,اندماجات واستحواذات
"مجلس إدارة ""موبي"" يقرر توزيع 1.5 ريال للسهم عن النصف الأول لعام 2022",29 سبتمبر 2022 09:40 ص,توزيعات نقدية
"""التعمير"" تقرر توزيع 44.44 مليون ريال عن النصف الأول للعام 2022",29 سبتمبر 2022 09:31 ص,توزيعات نقدية
"""رتال"" تبيع حصتها بأرض بالخبر بقيمة 112.5 مليون ريال",29 سبتمبر 2022 09:18 ص,أخبار الشركة
"""سابك للمغذيات"" تعلن استقالة رئيس مجلس الإدارة وتعيين الفقيه عضواً بالمجلس",28 سبتمبر 2022 04:52 م,قرارات إدارية
"""الخريف"": زيادة قيمة تمويل من ""ساب"" بواقع 359 مليون ريال",28 سبتمبر 2022 04:20 م,بنوك ومالية
"""سابك"" تكلف عبدالرحمن الفقيه بمنصب الرئيس التنفيذي بعد استقالة البنيان",28 سبتمبر 2022 04:17 م,تعديلات مجالس الادارات
"أرباح ""عزم"" ترتفع 23% خلال العام المنتهي في 30 يونيو 2022 بدعم المبيعات",28 سبتمبر 2022 03:57 م,أخبار الشركة
"""مجموعة تداول"": استقالة عضو مجلس الإدارة يوسف البنيان بعد تعيينه وزيراً للتعليم",28 سبتمبر 2022 03:47 م,أخبار الشركة
"تابعة لـ""مهارة"" تستكمل الاستحواذ على 41.36% من درع الرعاية القابضة",28 سبتمبر 2022 10:23 ص,اندماجات واستحواذات
"حكم نهائي في دعوى شركة تابعة لـ""منشآت"" مع مقاول بالسعودية",28 سبتمبر 2022 10:22 ص,أخبار الشركة
"""سمو"" توقع اتفاقية مع الوطنية للإسكان لتطوير مشروع ""الأعالي""بـ 305 ملايين ريال",28 سبتمبر 2022 10:22 ص,عقارات
"""أنابيب"" توصي بإنهاء دورة مجلس الإدارة الحالي",28 سبتمبر 2022 09:58 ص,أخبار الشركة
"5 أكتوبر.. مساهمو ""ريدان "" يناقشون تخفيض رأس المال لإطفاء خسائر متراكمة",28 سبتمبر 2022 09:58 ص,اجراءات الشركات
"""المتقدمة"" تقرر توزيع 142.53 مليون ريال على المساهمين عن الربع الثالث لعام 2022",28 سبتمبر 2022 09:42 ص,أخبار الشركة
"مساهمو ""أسواق العثيم"" يوافقون على بيع أسهمها بشركة تابعة وأرض مملوكة بالمدينة",28 سبتمبر 2022 09:32 ص,أخبار الشركة
"مساهمو ""المتقدمة"" يقرون تحويل الاحتياطي الاتفاقي إلى الأرباح المبقاة",28 سبتمبر 2022 09:30 ص,جمعيات عمومية
"""مهارة"" تحصل على قرض مرابحة طويل الأجل من "" الراجحي"" بـ200 مليون ريال",28 سبتمبر 2022 09:21 ص,أخبار الشركة
"""تهامة"" تعين عبدالعزيز نجيب السويلم عضواً منتدباً للشركة",27 سبتمبر 2022 05:07 م,أخبار الشركة
نسيج للتقنية تتسلم ترسية لمشروع مع مجمع الملك سلمان العالمي للغة العربية,27 سبتمبر 2022 04:03 م,أخبار الشركة
"""سابتكو"" تتسلم ترسية مشروع النقل العام بالحافلات في الطائف لمدة 5 سنوات",27 سبتمبر 2022 03:40 م,الأخبار العامة
