Title,Date,Tag
أسمنت السعودية تربح 398.8 مليون ريال في عام 2022..وقفزة 129% بأرباح الربع الرابع,16 مارس 09:02 ص,نتائج أعمال الشركات
"5 أبريل.. مساهمو ""تدوير"" يناقشون تجزئة القيمة الاسمية للسهم",15 مارس 04:45 م,جمعيات عمومية
"المبيعات تصعد بأرباح ""باعظيم"" إلى 21.77 مليون ريال في عام 2022",15 مارس 04:23 م,نتائج أعمال الشركات
5 أبريل.. مساهمو أكاديمية التعلّم يناقشون توزيع ريالين للسهم عن النصف الثاني,15 مارس 04:21 م,جمعيات عمومية
"أرباح ""الكثيري"" تتراجع 79.7% في عام 2022 لارتفاع أسعار المواد الخام",15 مارس 04:11 م,نتائج أعمال الشركات
"خسائر ""معدنية"" ترتفع إلى 39 مليون ريال بالعام 2022 لزيادة تكلفة الإنتاج",15 مارس 04:06 م,نتائج أعمال الشركات
رؤوم التجارية توصي بتوزيع ريال للسهم أرباحاً نقدية عن النصف الثاني لـ2022,15 مارس 04:04 م,توزيعات نقدية
جرير تقرر توزيع 2.20 ريال أرباحاً نقدية للسهم..وتوصي بتجزئة القيمة الاسمية للسهم,15 مارس 03:57 م,توزيعات نقدية
"السوق السعودي.. صفقتان خاصتان على دار الأركان و""معادن"" بـ488.44 مليون ريال",15 مارس 02:38 م,حركة التداولات
"الصندوق الصناعي السعودي يوقع اتفاقيتين مع ""العربي"" لتقديم خدمة الاعتماد المستندي",15 مارس 02:19 م,اقتصاد كلي
"""سلامة للتأمين"" تقلص خسائرها 48% في عام 2022.. وتحول إيجابي بالربع الرابع",15 مارس 11:31 ص,نتائج أعمال الشركات
الرئيس التنفيذي للسعودية للكهرباء: سنركز في المرحلة المقبلة على مواصلة الاستثمار,15 مارس 11:29 ص,أخبار الشركة
"""تْشب"" تكلف العضو المنتدب بمهام الرئيس التنفيذي.. وتقرر عدم توزيع أرباح عن 2022",15 مارس 11:11 ص,تعديلات مجالس الادارات
"""البحري"" توصي بتوزيع 0.50 للسهم عن العام 2022.. وزيادة رأس المال بأسهم منحة",15 مارس 10:14 ص,اجراءات الشركات
"""كهرباء السعودية"" توصي بتوزيع 2.92 مليار ريال على المساهمين عن العام 2022",15 مارس 09:50 ص,توزيعات نقدية
"انخفاض الخسائر المتراكمة لـ""تبوك الزراعية"" بعد بيع حصة في آفاق الغذاء",15 مارس 09:36 ص,أخبار الشركة
أرباح نماء للكيماويات ترتفع لـ37 مليون في عام 2022.. وتحول سلبي بالربع الرابع,15 مارس 09:34 ص,نتائج أعمال الشركات
أرباح السعودية للكهرباء ترتفع إلى 15.14 مليار ريال بالعام 2022,15 مارس 09:24 ص,نتائج أعمال الشركات
"""كيمانول"": بدء تشغيل مصنعي الميثانول والأماين بعد انتهاء أعمال الصيانة الدورية",14 مارس 04:43 م,أخبار الشركة
العرض المتقن تحصل على تسهيلات بنكية من بنك الرياض بـ235 مليون ريال,14 مارس 04:14 م,بنوك ومالية
أسمنت ينبع تربح 215.4 مليون ريال في 2022.. وقفزة 500% بأرباح الربع الرابع,14 مارس 04:05 م,نتائج أعمال الشركات
"""بترورابغ"" تتكبد خسائر بـ1.12 مليار ريال في 2022.. وإيراداتها تبلغ 56 مليار ريال",14 مارس 03:54 م,نتائج أعمال الشركات
"السوق السعودي.. صفقة خاصة على ""بوبا العربية"" أقل من مستويات التداول",14 مارس 02:31 م,حركة التداولات
"""ثمار التنمية"" تطالب أعضاء المجلس السابقين بـ230 مليون ريال تعويضات",14 مارس 10:51 ص,أخبار الشركة
"تابعة لـ""أسمنت نجران"" تحصل على تمويل بنكي من ""الراجحي"" بـ85 مليون ريال",14 مارس 09:51 ص,بنوك ومالية
"""المعمر"" تعلن تطورات قضية مرفوعة ضدها للمطالبة بتعويض 65.47 مليون ريال",14 مارس 09:45 ص,أخبار الشركة
"""هرفي"" تفتتح أول مطعمين لها في نيجيريا بنظام الفرنشايز",14 مارس 09:40 ص,استثمارات الشركات
"أرباح ""سهل"" تتراجع إلى 95.88 مليون ريال بالعام 2022 لانخفاض إيرادات التمويل",14 مارس 09:24 ص,نتائج أعمال الشركات
يوسف السعد رئيساً لمجلس إدارة الاتحاد للتأمين في دورته الجديدة,13 مارس 05:31 م,قرارات إدارية
"مجلس إدارة ""تكوين"" يوصي بإعادة هيكلة رأس المال لإطفاء الخسائر المتراكمة",13 مارس 04:49 م,اجراءات الشركات
"""تكوين"" تتحول للخسارة بـ 159 مليون ريال في 2022",13 مارس 04:12 م,أخبار الشركة
السوق السعودي.. صفقة خاصة على مصرف الإنماء ضمن مستويات التداول,13 مارس 02:22 م,حركة التداولات
نقي للمياه تعين عضواً منتدباً ونائبأ لرئيس مجلس الإدارة,13 مارس 11:31 ص,تعديلات مجالس الادارات
"""نبع الصحة"" توقع عقد تنفيذ مشروع مستشفى في الرياض بـ 49.35 مليون ريال",13 مارس 10:42 ص,أخبار الشركة
"أسمنت أم القرى تعلن تطورات تعطل ""الطاحونة 1"" وتحدد الأثر المالي المتوقع",13 مارس 10:23 ص,أخبار الشركة
"مجلس إدارة ""جاز"" يوصي بتوزيع 2.25 ريال للسهم عن عام 2022",13 مارس 10:09 ص,أخبار الشركة
"""فيبكو"" تتحول للربحية بالعام 2022 لزيادة المبيعات وانخفاض مخصص خسائر الائتمان",13 مارس 09:36 ص,نتائج أعمال الشركات
"الإيرادات ترتفع بالأرباح السنوية لـ""جاز"" إلى 67.38 مليون ريال",13 مارس 09:35 ص,نتائج أعمال الشركات
"تراجع الخسائر السنوية لـ""الوطنية"" 76.5%.. و""المتراكمة"" تصل لـ35 مليون ريال",13 مارس 09:09 ص,نتائج أعمال الشركات
19 مارس.. الحفر العربية تعلن نتائجها المالية لعام 2022 والربع الرابع,12 مارس 05:58 م,مفكرة الاحداث
"2 أبريل.. مساهمو ""تهامة"" يناقشون زيادة رأس المال بطرح أسهم حقوق أولوية",12 مارس 05:42 م,جمعيات عمومية
"العربي الوطني و""منشآت"" يتفقان على إطلاق منتجات تمويلية بقيمة 1.1 مليار ريال",12 مارس 05:01 م,بنوك ومالية
"""الكثيري"": بدء طرح صكوك سلسلة الإصدار الأولى المقومة بالريال بـ100 مليون ريال",12 مارس 04:38 م,صكوك وتمويل اسلامي
"""طيران الجزيرة"" تُؤسس شركة للنقل الجوي في السعودية",12 مارس 02:17 م,استثمارات الشركات
"سوق الأسهم السعودية.. صفقتان خاصتان على ""الأهلي"" ضمن مستويات التداول",12 مارس 02:12 م,حركة التداولات
أرامكو السعودية تتوقع ارتفاع النفقات الرأسمالية إلى 45 - 55 مليار دولار في 2023,12 مارس 11:58 ص,استثمارات الشركات
"أرباح ""أكاديمية التعلم"" ترتفع 32% إلى 21.36 مليون ريال في عام 2022",12 مارس 11:36 ص,نتائج أعمال الشركات
"""أميانتيت"" تعلن تطورات استئنافها بشأن مطالبات زكوية عن أعوام سابقة",12 مارس 11:24 ص,أخبار الشركة
"خسائر ""عناية"" تتراجع 86% في 2022.. و""المتراكمة"" 60.53 مليون ريال",12 مارس 11:22 ص,نتائج أعمال الشركات
"""المعمر"" تعلن بدء توزيع 1.2 ريال للسهم عن النصف الثاني من عام 2022",12 مارس 11:10 ص,توزيعات نقدية
"""إدارات"" توقع عقداً مع ""المعمر"" لتوفير خدمات الاستضافة السحابية",12 مارس 11:07 ص,أخبار الشركة
"""كابلات الرياض"" توصي بتوزيع 225 مليون ريال أرباحاً نقدية عن العام 2022",12 مارس 11:00 ص,توزيعات نقدية
"""الأندلس"" تقرر توزيع 0.25 ريال للسهم عن النصف الثاني لعام 2022",12 مارس 10:57 ص,مفكرة الاحداث
"""السيف غاليري"" تفتتح فرعها الثاني بالإمارات.. وتحدد موعد الأثر المالي",12 مارس 10:53 ص,استثمارات الشركات
"""وقت اللياقة"" تقرر توزيع 1.11 ريال للسهم عن الربع الرابع 27 مارس الحالي",12 مارس 10:50 ص,توزيعات نقدية
أرامكو السعودية توصي بزيادة رأسمالها عن طريق منح أسهم مجانية بقيمة 15 مليار ريال,12 مارس 10:45 ص,اجراءات الشركات
"رئيس ""أرامكو"":حققنا أداء مالياً قياسياً في 2022..والتوسع باستثمارات الطاقة مستمر",12 مارس 10:40 ص,نتائج أعمال الشركات
أسمنت نجران توصي بتوزيع 0.25 ريال للسهم عن النصف الثاني 2022,12 مارس 10:30 ص,توزيعات نقدية
"الإيرادات تصعد بأرباح ""كابلات الرياض"" إلى 351.86 مليون ريال في عام 2022",12 مارس 10:25 ص,نتائج أعمال الشركات
أرامكو السعودیة تقرر توزيع 73.15 ملیار ﷼ على المساهمين عن الربع الرابع 2022,12 مارس 10:11 ص,توزيعات نقدية
أرباح أرامكو السعودية ترتفع إلى 604 مليارات ريال في عام 2022 بدعم أسعار النفط,12 مارس 10:06 ص,نتائج أعمال الشركات
أرباح حلواني إخوان تهبط 96.5% في عام 2022 لارتفاع التكاليف وانخفاض مبيعاتها بمصر,12 مارس 09:48 ص,نتائج أعمال الشركات
"""زين السعودية"" تعدل اتفاقية الإدارة مع المجموعة الأم وتتوقع أثراً إيجابياً",12 مارس 09:37 ص,أخبار الشركة
